iter	RMSE
593	0.2771582781
594	0.2770587022
595	0.2770007854
596	0.2769508815
597	0.2768528321
598	0.2767893304
599	0.2767242505
600	0.276614445
601	0.2765608689
602	0.2764972038
603	0.2764234567
604	0.2763612562
605	0.2763169869
606	0.2762067723
607	0.2761400041
608	0.2760544289
609	0.2759763138
610	0.2758907471
611	0.2758020839
612	0.2757176017
613	0.2756188462
614	0.2755464165
615	0.2754820994
616	0.2754371856
617	0.2753614421
618	0.2752952057
619	0.275202682
620	0.2751619455
621	0.2750455499
622	0.2749806516
623	0.2749290843
624	0.2748634889
625	0.274777731
626	0.2746817418
627	0.2746212421
628	0.2745412386
629	0.2744656866
630	0.2744077685
631	0.2743530792
632	0.2743015479
633	0.2742131529
634	0.2741164853
635	0.2740605479
636	0.2739911984
637	0.2739315519
638	0.2738517801
639	0.2737603329
640	0.2736817639
641	0.2735941266
642	0.2735509104
643	0.273479431
644	0.2734261474
645	0.273322105
646	0.273281575
647	0.2732225976
648	0.2731300344
649	0.2730673986
650	0.2730061483
651	0.2729642238
652	0.2728518946
653	0.2727730672
654	0.2726775607
655	0.2726103963
656	0.2725837653
657	0.2725234834
658	0.2724750793
659	0.2723845851
660	0.2723497265
661	0.2722556776
662	0.2721520279
663	0.2720789997
664	0.2720396446
665	0.2719946177
666	0.2719161442
667	0.2718373861
668	0.2717704838
669	0.2717025895
670	0.2716239513
671	0.2715545682
672	0.2714768443
673	0.2714264371
674	0.271371384
675	0.2713122592
676	0.2712780868
677	0.2712101007
678	0.2711041054
679	0.2710430917
680	0.2709820633
681	0.2708669559
682	0.2708406883
683	0.2707712277
684	0.2707115286
685	0.2706249819
686	0.2705625122
687	0.2704852832
688	0.2704347631
689	0.2703943497
690	0.2703337133
691	0.2702865226
692	0.2702357582
693	0.2702103132
694	0.2701587883
695	0.2700537463
696	0.2699902694
697	0.2699110465
698	0.2698632699
699	0.2698074143
700	0.2697417462
701	0.2696554194
702	0.2696076805
703	0.2695476455
704	0.2694506768
705	0.2693987845
706	0.2693151301
707	0.2692712689
708	0.2692235731
709	0.2691571861
710	0.269097308
711	0.2690643805
712	0.2690107453
713	0.2689357545
714	0.268842885
715	0.2687992509
716	0.2687539314
717	0.2686996183
718	0.2686456085
719	0.2685615755
720	0.2684893562
721	0.2684438326
722	0.2683936328
723	0.2683058708
724	0.2682399232
725	0.2681464461
726	0.2680943565
727	0.2680425882
728	0.2680063712
729	0.267957749
730	0.2679073572
731	0.267836651
732	0.267769058
733	0.2676934409
734	0.2675939069
735	0.2675510777
736	0.267487882
737	0.2674195963
738	0.2673756315
739	0.2673039942
740	0.2672106833
741	0.2671617366
742	0.2671072115
743	0.2670695572
744	0.2670171984
745	0.2669490005
746	0.2669141065
747	0.2668527805
748	0.2667749449
749	0.2666960252
750	0.2666350948
751	0.2665647647
752	0.266517443
753	0.2664810576
754	0.2664031142
755	0.266323349
756	0.2662595301
757	0.2662094625
758	0.2661827498
759	0.2661241486
760	0.2660593531
761	0.2659995885
762	0.2659407699
763	0.265884413
764	0.2657992706
765	0.2657463771
766	0.2657080773
767	0.2656307718
768	0.2655313995
769	0.2654913704
770	0.2654484327
771	0.2653941615
772	0.265345134
773	0.2652624042
774	0.2651646667
775	0.2651200399
776	0.2650756766
777	0.2650208141
778	0.2649497507
779	0.2648846941
780	0.2648257928
781	0.2647521502
782	0.2646838657
783	0.264629412
784	0.2645845875
785	0.2644961193
786	0.2644537159
787	0.2644069301
788	0.2643297143
789	0.2642642522
790	0.2642095199
791	0.2641541686
792	0.2641097166
793	0.2640320215
794	0.2639640583
795	0.2639238444
796	0.2638733777
797	0.2638296948
798	0.263763748
799	0.2637181297
800	0.2636630715
801	0.2636061142
802	0.2635396679
803	0.2634503192
804	0.2634039252
805	0.2633511371
806	0.2632987883
807	0.2632519645
808	0.2631992317
809	0.2631585864
810	0.263098101
811	0.2630576061
812	0.2630043182
813	0.2629517663
814	0.262899009
815	0.2628649311
816	0.2628193545
817	0.2627702345
818	0.2627302634
819	0.262661293
820	0.2626041855
821	0.2625798607
822	0.2625378583
823	0.2624976536
824	0.2624472656
825	0.2623793871
826	0.2623091135
827	0.262256461
828	0.2621434161
829	0.2620958191
830	0.2620370032
831	0.2619648411
832	0.2619017473
833	0.2618724504
834	0.2618219842
835	0.2617442757
836	0.2616992605
837	0.261642285
838	0.2615750428
839	0.2615267687
840	0.2614749892
841	0.2614081351
842	0.2613403909
843	0.2612873298
844	0.2612412703
845	0.2611794707
846	0.2611259601
847	0.2610502132
848	0.2609980285
849	0.2609556297
850	0.260895184
851	0.2608225536
852	0.2607627377
853	0.260730562
854	0.2606766355
855	0.2606215128
856	0.2605553907
857	0.2604814741
858	0.2604177006
859	0.2603516256
860	0.2603111757
861	0.2602575096
862	0.2602294985
863	0.2601533473
864	0.2600904215
865	0.2600299409
866	0.2599757466
867	0.259922753
868	0.2598767347
869	0.2598313996
870	0.259748898
871	0.2596976358
872	0.2596152955
873	0.2595841061
874	0.2595341943
875	0.259471384
876	0.2594077509
877	0.2593686533
878	0.2592868693
879	0.2592273489
880	0.2591924536
881	0.2591132929
882	0.2590637287
883	0.2590037416
884	0.2589550929
885	0.2588920693
886	0.2588460928
887	0.2587605267
888	0.2587023287
889	0.2586484314
890	0.2586066551
891	0.2585747461
892	0.2585406967
893	0.2585122564
894	0.2584655749
895	0.2584032635
896	0.2583716867
897	0.2583445445
898	0.2582872323
899	0.2582278771
900	0.2581696545
901	0.2580918646
902	0.2580695761
903	0.258030142
904	0.2579659736
905	0.2579179185
906	0.2578516772
907	0.2577975727
908	0.2577717337
909	0.2576796775
910	0.2576177086
911	0.2575600589
912	0.2575072676
913	0.2574520482
914	0.2573956093
915	0.2573590919
916	0.2573235069
917	0.2572821483
918	0.2572276591
919	0.2571631048
920	0.2571331652
921	0.2570929443
922	0.2570125297
923	0.2569735333
924	0.2569592614
925	0.2569167924
926	0.2568845022
927	0.256811311
928	0.2567352958
929	0.2566934716
930	0.2566558416
931	0.2565986379
932	0.2565084211
933	0.2564485636
934	0.2563923884
935	0.2563438503
936	0.2562887862
937	0.2562298567
938	0.2561459411
939	0.256082695
940	0.2560386626
941	0.2559652357
942	0.2559054733
943	0.255853143
944	0.2557848468
945	0.2557408182
946	0.2556866459
947	0.2556082227
948	0.2555473841
949	0.2555059101
950	0.2554775276
951	0.2554184604
952	0.2553804036
953	0.2553095317
954	0.2552735895
955	0.2552092441
956	0.2551433297
957	0.2550944798
958	0.2550582888
959	0.2550079443
960	0.2549445848
961	0.254894269
962	0.2548621213
963	0.254785091
964	0.2547207076
965	0.254646444
966	0.2545976692
967	0.2545387869
968	0.2544902945
969	0.2544663422
970	0.2544272418
971	0.2543659076
972	0.254311223
973	0.2542617698
974	0.254217919
975	0.2541587701
976	0.2540970756
977	0.2540493749
978	0.2540002222
979	0.2539447403
980	0.2538802929
981	0.2538501456
982	0.2538155496
983	0.2537814819
984	0.2537474231
985	0.2536958412
986	0.2536558773
987	0.2535832572
988	0.2535329541
989	0.2534927254
990	0.253454084
991	0.2534080605
992	0.2533815823
993	0.2533337446
994	0.2532778702
995	0.2532299359
996	0.253188741
997	0.2531388407
998	0.2530955597
999	0.2530291189
